Sex,Age,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
Male,24,38.23142669296515,42.961832061068705,46.14576033637001,43.9502427184466,46.43478260869565
Male,27,44.148586456278764,39.145038167938935,34.93342676944639,49.411407766990294,30.62450592885375
Male,39,45.46351084812623,39.145038167938935,42.64190609670638,57.90655339805825,45.644268774703555
Male,30,43.49112426035503,36.854961832061065,41.94113524877365,54.265776699029125,45.644268774703555
Female,22,41.95355191256831,21.1062335381914,38.0533525594809,48.056930693069305,30.8641975308642
Male,21,44.148586456278764,45.25190839694657,44.744218640504556,48.80461165048544,37.73913043478261
Male,31,48.7508218277449,32.274809160305345,51.05115627189909,48.80461165048544,43.272727272727266
Male,48,42.96995108315863,37.814625850340136,34.81647940074907,58.03615960099751,43.0727969348659
Male,25,38.23142669296515,33.038167938931295,41.94113524877365,56.08616504854369,28.25296442687747
Male,46,42.96995108315863,31.011904761904763,37.81273408239701,55.542394014962596,49.20306513409961
Male,53,52.75331935709294,25.059523809523814,35.56554307116105,53.04862842892768,40.77394636015325
Female,40,35.12295081967213,29.007901668129943,37.3323720259553,55.48267326732673,36.62551440329218
Male,38,46.778435239973696,42.19847328244275,43.3426769446391,53.65898058252427,36.158102766798415
Male,50,40.87351502445842,41.215986394557824,28.823970037453186,54.29551122194514,35.40996168582375
Male,28,45.46351084812623,45.25190839694657,42.64190609670638,48.80461165048544,31.415019762845848
Male,34,53.353057199211044,39.145038167938935,48.24807288016819,53.05218446601942,36.94861660079051
Male,18,43.68900455432661,50.69577080491132,40.5728088336784,49.46936197094125,35.464834276475344
Female,48,45.334742776603235,20.802845528455276,43.46986089644513,49.142857142857146,43.54199683042789
Female,19,48.4913217623498,45.35200605601817,48.42141863699583,44.61242793081358,25.498310810810807
Male,23,44.148586456278764,43.725190839694655,36.334968465311846,53.05218446601942,27.462450592885375
Female,49,47.44890768146582,20.802845528455276,30.3323029366306,52.24844720496895,37.995245641838345
Male,20,48.243331164606374,43.87448840381992,48.16425120772947,51.996209728363866,44.357316087308
Male,22,37.573964497041416,36.854961832061065,42.64190609670638,53.65898058252427,47.22529644268774
Female,27,39.221311475409834,33.397717295873576,45.98413842826244,52.38861386138614,25.925925925925927
Female,39,41.95355191256831,35.15364354697103,43.821196827685654,53.62623762376238,31.68724279835391
Female,46,45.334742776603235,28.93292682926829,31.105100463678514,51.62732919254659,38.78763866877971
Male,45,45.06638714185884,38.66496598639456,31.07116104868914,44.32044887780549,39.241379310344826
Female,24,48.78415300546448,38.66549604916594,33.727469358327326,46.20049504950495,30.041152263374485
Male,47,35.283018867924525,31.862244897959183,39.31086142322098,50.55486284289277,33.877394636015325
Female,26,49.467213114754095,26.374012291483762,41.658255227108874,51.76980198019802,35.80246913580247
Male,37,45.46351084812623,46.01526717557252,39.83882270497547,58.5133495145631,41.69169960474308
Male,20,43.03838646714378,36.37107776261937,40.5728088336784,51.996209728363866,35.464834276475344
Male,30,50.06574621959237,42.961832061068705,41.240364400840924,56.692961165048544,40.901185770750985
Male,34,48.7508218277449,43.725190839694655,41.240364400840924,57.2997572815534,34.57707509881423
Male,46,49.25925925925926,29.31122448979592,28.823970037453186,52.425187032418954,43.0727969348659
Male,54,54.84975541579315,41.215986394557824,37.06367041198502,53.04862842892768,37.70881226053639
Male,18,37.18282368249837,47.285129604365615,44.02346445824707,50.101073910296904,44.357316087308
Male,38,55.982905982905976,29.22137404580153,44.744218640504556,58.5133495145631,33.786561264822126
Female,31,36.48907103825137,14.96049165935031,33.006488824801735,55.48267326732673,30.8641975308642
Female,37,41.27049180327869,36.90956979806849,34.448449891852924,51.76980198019802,30.8641975308642
Female,53,50.26779422128259,27.91666666666666,31.877897990726428,54.732919254658384,35.61806656101426
Female,44,54.49612403100775,29.949186991869915,42.69706336939721,55.975155279503106,38.78763866877971
Female,42,47.44890768146582,20.802845528455276,30.3323029366306,49.7639751552795,27.69413629160063
Female,25,48.78415300546448,24.61808604038631,40.216294160057686,47.43811881188119,38.27160493827161
Female,28,52.88251366120218,25.496049165935034,37.3323720259553,61.051980198019805,31.68724279835391
Female,43,58.019732205778716,24.867886178861784,32.65069551777434,54.11180124223603,47.5039619651347
Male,38,50.06574621959237,43.725190839694655,44.744218640504556,43.34344660194175,45.644268774703555
Female,43,40.401691331923885,36.046747967479675,35.74188562596599,47.27950310559007,37.995245641838345
Female,50,46.03946441155743,42.14430894308943,31.877897990726428,45.41614906832299,25.31695721077654
Female,51,43.925299506694856,21.819105691056905,30.3323029366306,48.52173913043479,42.74960380348652
Female,47,38.9922480620155,21.819105691056905,37.28748068006182,66.53416149068323,38.78763866877971
Male,20,43.03838646714378,40.46384720327421,52.30503795721187,41.888818698673404,43.54890864995958
Female,39,39.904371584699454,28.129938542581215,43.821196827685654,48.67574257425743,39.09465020576132
Male,21,56.64036817882971,39.908396946564885,43.3426769446391,59.726941747572816,42.48221343873517
Female,47,48.858350951374206,32.99796747967479,32.65069551777434,52.24844720496895,39.580031695721075
Female,34,44.002732240437155,25.496049165935034,43.821196827685654,49.913366336633665,41.56378600823045
Male,50,39.475890985324945,44.61734693877551,31.07116104868914,63.02369077306733,42.30651340996168
Female,50,38.9922480620155,36.046747967479675,24.922720247295207,51.62732919254659,45.919175911251976
Female,49,48.858350951374206,10.640243902439018,36.514683153013905,57.838509316770185,39.580031695721075
Female,34,39.221311475409834,42.17734855136084,32.285508291276145,51.1509900990099,40.74074074074074
Female,40,50.833333333333336,47.445127304653205,45.98413842826244,44.34405940594059,41.56378600823045
Male,40,49.408284023668635,48.30534351145038,41.240364400840924,54.265776699029125,40.11067193675889
Female,36,50.150273224043715,28.129938542581215,34.448449891852924,51.1509900990099,29.218106995884774
Female,32,44.685792349726775,24.61808604038631,38.0533525594809,51.1509900990099,43.20987654320987
Male,29,42.833662064431294,43.725190839694655,40.5395935529082,58.5133495145631,32.20553359683794
Female,27,46.73497267759563,29.007901668129943,41.658255227108874,57.95792079207921,38.27160493827161
Female,28,41.95355191256831,29.88586479367867,41.658255227108874,48.056930693069305,39.91769547325103
Female,41,51.67723749119098,26.900406504065035,28.01391035548686,52.24844720496895,29.278922345483355
Female,42,54.49612403100775,22.83536585365853,31.105100463678514,49.7639751552795,45.126782884310614
Male,53,45.76519916142558,35.26360544217687,31.820224719101127,50.55486284289277,46.90421455938697
Female,46,50.97251585623678,31.981707317073166,24.922720247295207,44.79503105590062,37.20285261489698
Female,27,37.17213114754098,25.496049165935034,34.448449891852924,50.53217821782178,30.041152263374485
Male,42,49.25925925925926,43.76700680272109,30.322097378277157,51.1783042394015,43.0727969348659
Male,21,33.62919132149901,51.3587786259542,44.744218640504556,56.692961165048544,43.272727272727266
Female,20,46.488651535380505,34.753974261922785,47.72600834492351,44.61242793081358,39.85641891891891
Male,31,42.833662064431294,44.48854961832061,46.846531184302734,54.265776699029125,42.48221343873517
Male,19,43.68900455432661,45.2387448840382,44.02346445824707,54.52305748578648,36.273241713823765
Female,31,48.78415300546448,26.374012291483762,45.98413842826244,46.81930693069307,39.09465020576132
Female,36,34.439890710382514,51.83494293239684,46.70511896178804,45.58168316831683,36.62551440329218
Female,55,34.76391825229034,35.03048780487804,23.37712519319938,48.52173913043479,40.37242472266244
Male,45,53.45213137665968,42.066326530612244,40.80898876404495,55.542394014962596,49.96934865900383
Female,41,48.858350951374206,22.83536585365853,42.69706336939721,54.732919254658384,35.61806656101426
Female,48,46.74418604651162,30.96544715447154,26.468315301391034,44.79503105590062,35.61806656101426
Female,36,44.685792349726775,37.78753292361721,49.589041095890416,53.62623762376238,29.218106995884774
Female,25,41.27049180327869,29.88586479367867,33.727469358327326,47.43811881188119,34.15637860082305
Male,33,40.86127547666009,37.61832061068702,43.3426769446391,58.5133495145631,37.73913043478261
Male,34,44.148586456278764,36.091603053435115,40.5395935529082,61.54733009708738,44.06324110671936
Female,20,45.15353805073431,38.53898561695685,46.335187760778865,51.65919282511211,30.565878378378375
Female,37,39.904371584699454,29.007901668129943,42.379235760634465,55.48267326732673,44.8559670781893
Male,55,44.3675751222921,32.71258503401361,34.81647940074907,53.67206982543641,42.30651340996168
Female,52,48.15362931642001,28.93292682926829,16.42194744976816,46.037267080745345,35.61806656101426
Male,36,50.06574621959237,36.091603053435115,39.83882270497547,53.65898058252427,35.36758893280632
Male,49,47.162823200559046,35.26360544217687,42.30711610486892,55.542394014962596,38.47509578544061
Male,29,38.23142669296515,46.778625954198475,44.043447792571826,50.625,43.272727272727266
Female,30,48.78415300546448,38.66549604916594,35.16943042537852,50.53217821782178,35.80246913580247
Male,53,47.861635220125784,31.011904761904763,38.56179775280899,56.78927680798005,42.30651340996168
Female,34,46.73497267759563,38.66549604916594,30.84354722422495,52.38861386138614,43.20987654320987
Male,45,41.57232704402516,19.10714285714286,43.0561797752809,59.906483790523694,35.40996168582375
Male,19,35.230969420949904,38.41746248294679,42.6432022084196,61.47188881869867,37.89005658852061
Male,19,51.49642160052049,36.37107776261937,46.783988957902004,59.57675300063171,37.081649151172186
Male,31,46.12097304404996,33.038167938931295,44.744218640504556,44.557038834951456,36.158102766798415
Female,38,45.368852459016395,39.54345917471467,38.77433309300649,53.007425742574256,32.510288065843625
Male,43,52.0545073375262,31.862244897959183,30.322097378277157,54.29551122194514,36.17624521072796
Male,31,43.49112426035503,32.274809160305345,44.744218640504556,55.47936893203884,36.94861660079051
Male,55,48.56044723969252,42.066326530612244,35.56554307116105,58.65960099750623,46.137931034482754
Female,46,47.44890768146582,22.83536585365853,36.514683153013905,49.142857142857146,37.995245641838345
Male,36,40.203813280736355,44.48854961832061,41.240364400840924,54.265776699029125,43.272727272727266
Female,25,41.27049180327869,43.055311676909575,33.727469358327326,49.29455445544554,39.09465020576132
Male,50,38.07826694619148,39.51530612244898,39.31086142322098,53.04862842892768,32.34482758620689
Male,48,45.06638714185884,36.113945578231295,41.55805243445693,47.437655860349125,40.007662835249036
Female,29,50.833333333333336,29.88586479367867,43.821196827685654,49.913366336633665,34.15637860082305
Male,31,44.80604865220249,43.725190839694655,46.846531184302734,56.692961165048544,37.73913043478261
Male,19,46.291476903057905,43.87448840381992,36.432022084196,49.46936197094125,43.54890864995958
Male,48,52.75331935709294,36.964285714285715,39.31086142322098,54.918952618453865,36.94252873563218
Male,35,44.148586456278764,42.19847328244275,43.3426769446391,57.2997572815534,40.11067193675889
Male,45,47.861635220125784,31.011904761904763,25.82771535580525,53.04862842892768,33.877394636015325
Male,46,47.861635220125784,38.66496598639456,36.31460674157304,55.542394014962596,43.83908045977011
Female,47,48.858350951374206,17.754065040650396,28.786707882534774,52.869565217391305,37.20285261489698
Female,37,46.73497267759563,33.397717295873576,38.0533525594809,48.67574257425743,46.50205761316872
Female,43,48.858350951374206,13.689024390243894,38.06027820710973,50.38509316770187,45.126782884310614
Female,22,44.002732240437155,34.27568042142231,40.216294160057686,42.48762376237624,31.68724279835391
Male,31,42.17619986850756,46.01526717557252,52.45269796776454,55.47936893203884,41.69169960474308
Female,49,45.334742776603235,21.819105691056905,36.514683153013905,57.838509316770185,28.48652931854199
Female,23,44.685792349726775,24.61808604038631,34.448449891852924,48.056930693069305,28.395061728395063
Female,41,44.630021141649046,36.046747967479675,33.42349304482225,54.11180124223603,30.86370839936608
Female,22,44.685792349726775,27.25197541703249,38.0533525594809,49.29455445544554,27.57201646090535
Female,31,40.587431693989075,34.27568042142231,34.448449891852924,48.67574257425743,37.44855967078189
Male,22,44.148586456278764,36.854961832061065,39.83882270497547,59.726941747572816,27.462450592885375
Female,18,45.15353805073431,37.02498107494323,41.46731571627261,42.04996796925048,35.633445945945944
Female,51,40.401691331923885,31.981707317073166,32.65069551777434,51.006211180124225,38.78763866877971
Female,53,46.74418604651162,28.93292682926829,26.468315301391034,53.49068322981367,37.995245641838345
Female,37,39.221311475409834,20.228270412642672,43.10021629416006,56.72029702970297,35.80246913580247
Female,38,44.002732240437155,34.27568042142231,37.3323720259553,48.056930693069305,23.45679012345679
Male,52,46.46401118099231,30.161564625850342,42.30711610486892,49.93142144638404,40.007662835249036
Female,52,44.630021141649046,31.981707317073166,34.96908809891808,52.869565217391305,30.071315372424717
Male,39,48.093359631821166,36.091603053435115,42.64190609670638,46.37742718446602,34.57707509881423
Male,48,40.17470300489168,36.964285714285715,30.322097378277157,49.93142144638404,43.0727969348659
Female,51,50.26779422128259,15.721544715447145,31.877897990726428,56.59627329192547,45.126782884310614
Male,24,44.80604865220249,37.61832061068702,44.744218640504556,46.984223300970875,38.5296442687747
Male,30,48.7508218277449,46.01526717557252,33.53188507358094,49.411407766990294,39.3201581027668
Male,45,45.76519916142558,30.161564625850342,34.81647940074907,56.78927680798005,40.007662835249036
Female,32,48.78415300546448,36.90956979806849,39.49531362653209,48.67574257425743,34.97942386831276
Female,44,46.03946441155743,29.949186991869915,21.831530139103553,60.94409937888199,34.03328050713153
Male,53,44.3675751222921,37.814625850340136,35.56554307116105,47.437655860349125,42.30651340996168
Female,21,39.904371584699454,32.51975417032485,33.727469358327326,53.007425742574256,39.91769547325103
Male,19,46.291476903057905,39.781718963165076,55.06556245686681,48.20593809222994,32.231204527081644
Female,18,44.48598130841121,31.725965177895535,44.944367176634216,53.581037796284434,40.70101351351351
Female,44,40.401691331923885,22.83536585365853,37.28748068006182,52.24844720496895,46.71156893819334
Female,24,40.587431693989075,41.29938542581212,37.3323720259553,49.913366336633665,39.91769547325103
Male,29,40.203813280736355,44.48854961832061,39.13805185704275,56.08616504854369,44.06324110671936
Male,20,46.942094990240726,38.41746248294679,45.40372670807454,48.837650031585596,34.656426839126915
Female,41,36.17336152219873,18.770325203252025,25.69551777434312,46.6583850931677,35.61806656101426
Male,24,48.7508218277449,42.961832061068705,46.14576033637001,53.65898058252427,39.3201581027668
Male,41,42.27113906359189,33.56292517006803,33.3183520599251,51.1783042394015,36.94252873563218
Male,42,42.27113906359189,27.610544217687078,39.31086142322098,51.80174563591022,40.007662835249036
Female,24,44.002732240437155,22.862159789288853,55.35688536409518,49.913366336633665,38.27160493827161
Female,22,43.31967213114754,36.90956979806849,35.89041095890411,49.29455445544554,40.74074074074074
Female,18,44.48598130841121,33.99697199091597,49.116828929068156,49.09673286354901,44.923986486486484
Male,31,38.888888888888886,44.48854961832061,45.44498948843728,54.872572815533985,37.73913043478261
Male,22,37.573964497041416,44.48854961832061,34.23265592151367,54.265776699029125,41.69169960474308
Male,29,41.518737672583825,41.43511450381679,40.5395935529082,53.05218446601942,42.48221343873517
Female,25,40.587431693989075,43.055311676909575,51.7519826964672,51.1509900990099,30.041152263374485
Male,49,48.56044723969252,40.3656462585034,31.820224719101127,59.906483790523694,47.67049808429118
Female,41,43.925299506694856,17.754065040650396,31.105100463678514,52.24844720496895,38.78763866877971
Male,19,37.18282368249837,45.920873124147334,43.333333333333336,61.47188881869867,41.12368633791431
Male,55,40.17470300489168,35.26360544217687,29.57303370786517,54.29551122194514,40.77394636015325
Male,27,40.86127547666009,45.25190839694657,41.94113524877365,56.692961165048544,36.158102766798415
Male,18,43.68900455432661,48.6493860845839,39.192546583850934,53.25963360707517,40.31527890056588
Male,40,35.60157790927021,42.961832061068705,37.73651016117729,47.59101941747573,36.158102766798415
Female,40,46.05191256830601,26.374012291483762,38.77433309300649,47.43811881188119,39.91769547325103
Female,27,46.73497267759563,31.641791044776124,39.49531362653209,54.245049504950494,37.44855967078189
Male,47,50.65688329839273,37.814625850340136,44.55430711610487,57.412718204488776,43.0727969348659
Female,45,40.401691331923885,16.73780487804877,38.833075734157646,54.732919254658384,49.08874801901743
Male,28,41.518737672583825,41.43511450381679,36.334968465311846,65.79490291262135,30.62450592885375
Male,30,46.778435239973696,38.38167938931298,34.93342676944639,53.05218446601942,42.48221343873517
Female,32,41.27049180327869,24.61808604038631,36.61139149242971,54.245049504950494,44.03292181069959
Male,34,42.17619986850756,33.80152671755725,43.3426769446391,51.838592233009706,41.69169960474308
Female,25,44.002732240437155,37.78753292361721,30.84354722422495,56.72029702970297,33.33333333333333
Male,30,44.80604865220249,46.01526717557252,42.64190609670638,51.23179611650485,44.06324110671936
Female,19,50.49399198931909,31.725965177895535,35.90403337969403,42.690582959641254,42.390202702702695
Male,44,41.57232704402516,32.71258503401361,34.06741573033708,55.542394014962596,45.37164750957854
Female,52,44.630021141649046,18.770325203252025,35.74188562596599,53.49068322981367,30.071315372424717
Male,24,37.573964497041416,41.43511450381679,46.14576033637001,46.984223300970875,28.25296442687747
Male,37,51.38067061143984,45.25190839694657,44.744218640504556,60.94053398058252,32.99604743083003
Female,19,41.815754339118826,35.5109765329296,42.85813630041725,45.893657911595135,33.94425675675675
Female,33,47.41803278688525,26.374012291483762,35.89041095890411,43.725247524752476,33.33333333333333
Female,49,42.51585623678647,19.78658536585365,39.60587326120556,45.41614906832299,50.67353407290015
Female,41,46.03946441155743,14.70528455284552,45.015455950540954,56.59627329192547,35.61806656101426
Male,50,38.07826694619148,46.31802721088435,34.06741573033708,60.52992518703242,40.007662835249036
Female,53,48.858350951374206,16.73780487804877,31.105100463678514,51.62732919254659,38.78763866877971
Female,46,41.81113460183227,38.079268292682926,38.06027820710973,48.52173913043479,41.95721077654516
Female,21,42.63661202185792,27.25197541703249,33.006488824801735,40.01237623762376,41.56378600823045
Female,36,37.17213114754098,35.15364354697103,33.006488824801735,44.34405940594059,36.62551440329218
Female,55,49.563072586328396,22.83536585365853,46.56105100463678,44.79503105590062,49.08874801901743
Male,45,54.15094339622641,34.413265306122454,22.082397003745324,48.68453865336659,39.241379310344826
Male,30,52.69559500328731,38.38167938931298,38.43728100911002,54.265776699029125,31.415019762845848
Female,52,50.97251585623678,14.70528455284552,38.06027820710973,52.24844720496895,39.580031695721075
Male,27,52.69559500328731,39.145038167938935,42.64190609670638,54.872572815533985,44.85375494071146
Female,35,42.63661202185792,23.74012291483758,40.93727469358328,57.339108910891085,32.510288065843625
Male,51,49.25925925925926,30.161564625850342,40.05992509363296,61.776807980049874,36.17624521072796
Female,34,48.78415300546448,19.350307287093948,35.16943042537852,56.72029702970297,33.33333333333333
Male,55,45.76519916142558,28.4608843537415,36.31460674157304,55.542394014962596,41.54022988505747
Male,40,52.038132807363574,33.80152671755725,41.240364400840924,56.692961165048544,42.48221343873517
Male,37,45.46351084812623,33.038167938931295,46.14576033637001,51.838592233009706,40.11067193675889
Female,26,46.73497267759563,29.88586479367867,39.49531362653209,48.056930693069305,43.20987654320987
Male,55,46.46401118099231,38.66496598639456,33.3183520599251,45.567331670822945,34.643678160919535
Female,54,45.334742776603235,20.802845528455276,34.196290571870165,42.310559006211186,41.95721077654516
Male,29,39.54635108481262,31.51145038167939,40.5395935529082,51.838592233009706,41.69169960474308
Male,19,48.243331164606374,42.51023192360164,46.09385783298827,59.57675300063171,37.89005658852061
Male,38,45.46351084812623,34.56488549618321,41.94113524877365,56.692961165048544,44.06324110671936
Male,25,47.43589743589743,47.54198473282443,34.93342676944639,59.12014563106796,29.043478260869563
Male,47,52.75331935709294,34.413265306122454,43.80524344569289,52.425187032418954,43.0727969348659
Male,30,42.17619986850756,45.25190839694657,46.846531184302734,59.726941747572816,32.99604743083003
Male,22,38.888888888888886,32.274809160305345,41.240364400840924,53.65898058252427,33.786561264822126
Male,32,46.12097304404996,49.06870229007634,36.334968465311846,60.94053398058252,42.48221343873517
Female,53,34.05919661733615,29.949186991869915,31.105100463678514,52.24844720496895,42.74960380348652
Female,33,41.95355191256831,30.763827919227396,38.77433309300649,54.245049504950494,44.8559670781893
Male,22,46.12097304404996,39.145038167938935,51.05115627189909,48.80461165048544,25.09090909090909
Male,49,48.56044723969252,36.964285714285715,37.81273408239701,52.425187032418954,33.877394636015325
Female,39,46.73497267759563,35.15364354697103,48.86806056236482,40.63118811881188,39.91769547325103
Female,19,46.488651535380505,47.623012869038604,51.20305980528512,45.253042921204354,24.653716216216214
Female,37,31.024590163934427,44.811237928007024,54.63590483056958,48.056930693069305,28.395061728395063
Male,42,40.87351502445842,39.51530612244898,41.55805243445693,49.93142144638404,36.94252873563218
Female,25,41.27049180327869,32.51975417032485,30.122566690699355,56.101485148514854,34.15637860082305
Female,45,49.563072586328396,24.867886178861784,41.151468315301386,52.869565217391305,37.20285261489698
Male,50,49.25925925925926,37.814625850340136,23.580524344569294,56.78927680798005,43.83908045977011
Male,42,49.958071278826,34.413265306122454,33.3183520599251,46.19077306733167,43.0727969348659
Female,24,52.88251366120218,30.763827919227396,37.3323720259553,48.056930693069305,34.15637860082305
Male,50,49.958071278826,38.66496598639456,40.05992509363296,48.68453865336659,39.241379310344826
Male,43,40.87351502445842,38.66496598639456,41.55805243445693,60.52992518703242,47.67049808429118
Male,37,45.46351084812623,41.43511450381679,43.3426769446391,57.90655339805825,48.01581027667984
Male,42,40.17470300489168,36.964285714285715,32.56928838951311,49.93142144638404,45.37164750957854
Male,55,53.45213137665968,28.4608843537415,31.820224719101127,44.32044887780549,41.54022988505747
Female,40,43.31967213114754,24.61808604038631,41.658255227108874,49.913366336633665,36.62551440329218
Female,38,41.95355191256831,44.811237928007024,44.54217736121125,43.10643564356435,39.09465020576132
Female,44,41.10641296687808,20.802845528455276,34.196290571870165,52.24844720496895,34.03328050713153
Female,54,46.74418604651162,25.88414634146341,28.01391035548686,51.62732919254659,41.95721077654516
Female,26,39.904371584699454,38.66549604916594,40.216294160057686,51.1509900990099,47.325102880658434
Male,23,42.17619986850756,38.38167938931298,34.23265592151367,57.90655339805825,31.415019762845848
Male,34,39.54635108481262,36.091603053435115,41.94113524877365,58.5133495145631,30.62450592885375
Female,41,41.81113460183227,12.672764227642269,39.60587326120556,55.975155279503106,38.78763866877971
Male,45,42.96995108315863,40.3656462585034,41.55805243445693,53.04862842892768,40.007662835249036
Female,45,46.74418604651162,25.88414634146341,37.28748068006182,43.55279503105591,37.995245641838345
Female,41,46.03946441155743,28.93292682926829,32.65069551777434,45.41614906832299,36.41045958795562
Male,20,46.942094990240726,39.781718963165076,48.854382332643205,50.73278584965256,34.656426839126915
Female,37,50.833333333333336,27.25197541703249,35.89041095890411,43.725247524752476,40.74074074074074
Male,42,42.27113906359189,29.31122448979592,35.56554307116105,45.567331670822945,40.007662835249036
Female,22,49.467213114754095,32.51975417032485,38.77433309300649,56.72029702970297,33.33333333333333
Female,20,47.8237650200267,35.5109765329296,43.553546592489575,51.018577834721334,22.964527027027025
Male,51,41.57232704402516,26.760204081632658,32.56928838951311,54.29551122194514,43.83908045977011
Female,53,41.81113460183227,27.91666666666666,38.833075734157646,49.142857142857146,45.126782884310614
Male,34,49.408284023668635,33.038167938931295,27.224947442186405,57.90655339805825,35.36758893280632
Male,29,47.43589743589743,37.61832061068702,40.5395935529082,52.445388349514566,44.06324110671936
Female,24,39.221311475409834,43.9332748024583,32.285508291276145,45.58168316831683,36.62551440329218
Male,40,43.49112426035503,34.56488549618321,38.43728100911002,50.01820388349515,45.644268774703555
Male,52,47.162823200559046,29.31122448979592,43.80524344569289,58.03615960099751,51.501915708812255
Male,20,38.48405985686402,45.2387448840382,41.95307108350587,57.049905243209096,41.93209377526273
Male,43,47.861635220125784,36.113945578231295,49.04868913857678,50.55486284289277,31.57854406130268
Female,37,38.53825136612022,14.96049165935031,33.727469358327326,46.20049504950495,38.27160493827161
Female,22,48.10109289617486,36.03160667251976,36.61139149242971,46.81930693069307,30.041152263374485
Male,32,43.49112426035503,45.25190839694657,37.03573931324457,50.625,36.158102766798415
Female,31,42.63661202185792,35.15364354697103,40.216294160057686,51.1509900990099,42.38683127572016
Female,37,31.707650273224044,29.88586479367867,31.564527757750543,45.58168316831683,41.56378600823045
Male,35,44.148586456278764,32.274809160305345,42.64190609670638,53.05218446601942,34.57707509881423
Male,28,46.778435239973696,42.19847328244275,41.94113524877365,45.77063106796116,38.5296442687747
Female,46,46.74418604651162,21.819105691056905,26.468315301391034,52.24844720496895,29.278922345483355
Female,52,47.44890768146582,24.867886178861784,31.877897990726428,46.6583850931677,46.71156893819334
Male,23,38.23142669296515,39.145038167938935,38.43728100911002,53.65898058252427,37.73913043478261
Female,26,46.73497267759563,33.397717295873576,43.10021629416006,44.96287128712871,37.44855967078189
Female,28,51.51639344262295,33.397717295873576,50.31002162941601,44.96287128712871,39.91769547325103
Female,24,38.53825136612022,27.25197541703249,33.006488824801735,51.1509900990099,30.041152263374485
Male,22,46.12097304404996,42.19847328244275,34.93342676944639,53.05218446601942,27.462450592885375
Male,42,49.958071278826,30.161564625850342,39.31086142322098,52.425187032418954,42.30651340996168
Male,25,48.093359631821166,39.145038167938935,35.634197617379115,59.12014563106796,38.5296442687747
Male,24,44.148586456278764,38.38167938931298,32.831114225648214,52.445388349514566,38.5296442687747
Female,26,43.31967213114754,34.27568042142231,43.10021629416006,49.913366336633665,32.510288065843625
Female,47,46.03946441155743,16.73780487804877,34.96908809891808,55.975155279503106,41.95721077654516
Female,38,47.41803278688525,26.374012291483762,37.3323720259553,51.1509900990099,37.44855967078189
Female,42,44.630021141649046,19.78658536585365,27.241112828438947,49.142857142857146,33.24088748019017
Male,41,49.25925925925926,35.26360544217687,33.3183520599251,54.918952618453865,37.70881226053639
Male,53,52.0545073375262,41.215986394557824,25.82771535580525,55.542394014962596,36.94252873563218
Male,40,39.54635108481262,42.19847328244275,43.3426769446391,56.08616504854369,37.73913043478261
